,scheme_code,scheme_name,amc_name,plan_type,risk_profile,created_at,inception_date,scheme_category,scheme_subcategory,benchmark_index_code
883,119243,Tata Infrastructure Fund -Direct Plan -Growth Option,Tata Mutual Fund,Direct,Very High,2026-02-09 09:30:59.591933+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_INFRA
885,135813,Tata Resources & Energy Fund-Direct Plan-Growth,Tata Mutual Fund,Direct,Very High,2026-02-09 09:31:00.698414+00:00,29-12-2015,Equity Scheme,Sectoral/ Thematic,NIFTY_ENERGY
886,118868,Taurus Banking & Financial Services Fund - Direct Plan - Growth,Taurus Mutual Fund,Direct,Very High,2026-02-09 09:31:01.143721+00:00,03-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_FINANCIAL_SERVICES
887,118876,Taurus Ethical Fund - Direct Plan - Growth,Taurus Mutual Fund,Direct,Very High,2026-02-09 09:31:01.613940+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
888,118879,Taurus Infrastructure Fund - Direct Plan - Growth ,Taurus Mutual Fund,Direct,Very High,2026-02-09 09:31:02.179849+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_INFRA
889,153895,THE WEALTH COMPANY ETHICAL FUND DIRECT GROWTH,The Wealth Company Mutual Fund,Direct,Very High,2026-02-09 09:31:02.571099+00:00,17-10-2025,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
890,153109,Union Active Momentum Fund - Direct Plan - Growth Option,Union Mutual Fund,Direct,Very High,2026-02-09 09:31:03.016306+00:00,23-12-2024,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
891,152409,Union Business Cycle Fund - Direct Plan - Growth Option,Union Mutual Fund,Direct,Very High,2026-02-09 09:31:03.453429+00:00,12-03-2024,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
892,154020,Union Consumption Fund - Direct Plan - Growth Option,Union Mutual Fund,Direct,Very High,2026-02-09 09:31:04.035443+00:00,26-12-2025,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
893,151905,Union Innovation & Opportunities Fund - Direct Plan - Growth Option,Union Mutual Fund,Direct,Very High,2026-02-09 09:31:04.520521+00:00,13-09-2023,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
894,120733,UTI Banking and Financial Services Fund - Direct Plan - Growth Option,UTI Mutual Fund,Direct,Very High,2026-02-09 09:31:05.060811+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_FINANCIAL_SERVICES
895,120782,UTI Healthcare Fund - Direct Plan - Growth Option,UTI Mutual Fund,Direct,Very High,2026-02-09 09:31:05.570479+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_PHARMA
896,120780,UTI India Consumer Fund - Direct Plan - Growth Option,UTI Mutual Fund,Direct,Very High,2026-02-09 09:31:06.081918+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
897,120728,UTI Infrastructure Fund-Growth Option- Direct,UTI Mutual Fund,Direct,Very High,2026-02-09 09:31:06.554964+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_INFRA
898,120682,UTI - MNC Fund - Growth Option - Direct,UTI Mutual Fund,Direct,Very High,2026-02-09 09:31:07.121117+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
899,120731,UTI-Transportation and Logistics  Fund-Growth Option- Direct,UTI Mutual Fund,Direct,Very High,2026-02-09 09:31:07.635930+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
900,152087,UTI Innovation Fund - Direct Plan - Growth Option,UTI Mutual Fund,Direct,Very High,2026-02-09 09:31:07.982560+00:00,18-10-2023,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
901,153204,UTI Quant Fund - Direct Plan - Growth Option,UTI Mutual Fund,Direct,Very High,2026-02-09 09:31:08.320298+00:00,24-01-2025,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
902,152321,WhiteOak Capital Banking & Financial Services Fund - Direct Growth,WhiteOak Capital Mutual Fund,Direct,Very High,2026-02-09 09:31:08.675862+00:00,07-02-2024,Equity Scheme,Sectoral/ Thematic,NIFTY_FINANCIAL_SERVICES
903,152915,WhiteOak Capital Digital Bharat Fund Direct Plan Growth,WhiteOak Capital Mutual Fund,Direct,Very High,2026-02-09 09:31:09.124850+00:00,14-10-2024,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
904,152962,WhiteOak Capital ESG Best-In-Class Strategy Fund Direct Plan Growth,WhiteOak Capital Mutual Fund,Direct,Very High,2026-02-09 09:31:09.607415+00:00,31-10-2024,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
905,152349,WhiteOak Capital Pharma and Heathcare Fund Direct Plan Growth,WhiteOak Capital Mutual Fund,Direct,Very High,2026-02-09 09:31:10.308323+00:00,07-02-2024,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
906,153189,WhiteOak Capital Quality Equity Fund Direct Plan Growth,WhiteOak Capital Mutual Fund,Direct,Very High,2026-02-09 09:31:10.782677+00:00,30-01-2025,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
907,152644,WhiteOak Capital Special Opportunities Fund - Direct Growth,WhiteOak Capital Mutual Fund,Direct,Very High,2026-02-09 09:31:11.201591+00:00,05-06-2024,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
908,119556,Aditya Birla Sun Life Small Cap Fund - Growth - Direct Plan,Aditya Birla Sun Life Mutual Fund,Direct,Very High,2026-02-09 09:31:11.722141+00:00,07-01-2013,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
909,125354,Axis Small Cap Fund - Direct Plan - Growth,Axis Mutual Fund,Direct,Very High,2026-02-09 09:31:12.540048+00:00,05-12-2013,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
910,153612,BAJAJ FINSERV SMALL CAP FUND - DIRECT - GROWTH,Bajaj Finserv Mutual Fund,Direct,Very High,2026-02-09 09:31:12.932396+00:00,22-07-2025,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
911,147946,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,Bandhan Mutual Fund,Direct,Very High,2026-02-09 09:31:13.332987+00:00,26-02-2020,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
912,145678,BANK OF INDIA Small Cap Fund Direct Plan Growth,Bank of India Mutual Fund,Direct,Very High,2026-02-09 09:31:13.756946+00:00,27-12-2018,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
913,152128,Baroda BNP Paribas Small Cap Fund - Direct Plan - Growth option,Baroda BNP Paribas Mutual Fund,Direct,Very High,2026-02-09 09:31:14.129358+00:00,01-11-2023,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
914,146130,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,Canara Robeco Mutual Fund,Direct,Very High,2026-02-09 09:31:14.657968+00:00,19-02-2019,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
915,119212,DSP Small Cap Fund - Direct Plan - Growth,DSP Mutual Fund,Direct,Very High,2026-02-09 09:31:15.139471+00:00,02-01-2013,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
916,146196,Edelweiss Small Cap Fund - Direct Plan - Growth,Edelweiss Mutual Fund,Direct,Very High,2026-02-09 09:31:15.714871+00:00,14-02-2019,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
917,118525,Franklin India Small Cap Fund - Direct - Growth,Franklin Templeton Mutual Fund,Direct,Very High,2026-02-09 09:31:16.276157+00:00,01-01-2013,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
918,154063,Groww Small Cap Fund-Direct-Growth,Groww Mutual Fund,Direct,Very High,2026-02-09 09:31:16.603484+00:00,02-02-2026,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
919,130503,HDFC Small Cap Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Direct,Very High,2026-02-09 09:31:17.148432+00:00,30-06-2014,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
920,153912,Helios Small Cap Fund - Direct Plan - Growth Option,Helios Mutual Fund,Direct,Very High,2026-02-09 09:31:17.500374+00:00,28-11-2025,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
921,151130,HSBC Small Cap Fund - Direct Growth,HSBC Mutual Fund,Direct,Very High,2026-02-09 09:31:18.075295+00:00,28-11-2022,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
922,120591,ICICI Prudential Smallcap Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Direct,Very High,2026-02-09 09:31:18.689515+00:00,03-01-2013,Equity Scheme,Small Cap Fund,UNCLASSIFIED
923,145137,Invesco India Smallcap Fund - Direct Plan - Growth,Invesco Mutual Fund,Direct,Very High,2026-02-09 09:31:19.100468+00:00,02-11-2018,Equity Scheme,Small Cap Fund,UNCLASSIFIED
924,147919,ITI Small Cap Fund - Direct Plan - Growth Option,ITI Mutual Fund,Direct,Very High,2026-02-09 09:31:19.499491+00:00,19-02-2020,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
925,152614,JM Small Cap Fund (Direct) - Growth Option,JM Financial Mutual Fund,Direct,Very High,2026-02-09 09:31:19.844345+00:00,24-06-2024,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
926,120164,Kotak-Small Cap Fund - Growth - Direct,Kotak Mahindra Mutual Fund,Direct,Very High,2026-02-09 09:31:20.415822+00:00,02-01-2013,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
927,152004,LIC MF Small Cap Fund-Direct Plan-Growth,LIC Mutual Fund,Direct,Very High,2026-02-09 09:31:20.799889+00:00,31-07-2023,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
928,150915,Mahindra Manulife Small Cap Fund - Direct Plan - Growth,Mahindra Manulife Mutual Fund,Direct,Very High,2026-02-09 09:31:21.516226+00:00,14-12-2022,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
929,153196,Mirae Asset Small Cap Fund - Direct Plan - Growth,Mirae Asset Mutual Fund,Direct,Very High,2026-02-09 09:31:21.854854+00:00,03-02-2025,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
930,152237,Motilal Oswal Small Cap Fund - Direct - Growth,Motilal Oswal Mutual Fund,Direct,Very High,2026-02-09 09:31:22.231685+00:00,29-12-2023,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
931,118777,Nippon India Small Cap Fund - Direct Plan Growth Plan - Bonus Option,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:31:22.767834+00:00,03-01-2013,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
932,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:31:23.280266+00:00,02-01-2013,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
933,149019,PGIM India Small Cap Fund - Direct Plan- Growth Option,PGIM India Mutual Fund,Direct,Very High,2026-02-09 09:31:23.672458+00:00,02-08-2021,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
934,120828,quant Small Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Direct,Very High,2026-02-09 09:31:24.317469+00:00,07-01-2013,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
935,152107,QUANTUM SMALL CAP FUND - DIRECT PLAN GROWTH OPTION,Quantum Mutual Fund,Direct,Very High,2026-02-09 09:31:24.793535+00:00,03-11-2023,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
936,125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,Direct,Very High,2026-02-09 09:31:25.337148+00:00,18-11-2013,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
937,119589,Sundaram Small Cap Fund Direct Plan - Growth,Sundaram Mutual Fund,Direct,Very High,2026-02-09 09:31:25.876457+00:00,02-01-2013,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
938,145206,Tata Small Cap Fund-Direct Plan-Growth,Tata Mutual Fund,Direct,Very High,2026-02-09 09:31:26.303185+00:00,13-11-2018,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
939,152939,TRUSTMF SMALL CAP FUND -DIRECT PLAN-GROWTH,Trust Mutual Fund,Direct,Very High,2026-02-09 09:31:26.643857+00:00,05-11-2024,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
940,129649,Union Small Cap Fund - Direct Plan - Growth Option,Union Mutual Fund,Direct,Very High,2026-02-09 09:31:27.090258+00:00,17-06-2014,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
941,148618,UTI Small Cap Fund - Direct Plan - Growth Option,UTI Mutual Fund,Direct,Very High,2026-02-09 09:31:27.579147+00:00,23-12-2020,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_100
942,119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,Aditya Birla Sun Life Mutual Fund,Direct,Very High,2026-02-09 09:31:28.108377+00:00,02-01-2013,Equity Scheme,Value Fund,NIFTY_500
943,149166,Axis Value Fund - Direct Plan - Growth,Axis Mutual Fund,Direct,Very High,2026-02-09 09:31:28.770742+00:00,28-09-2021,Equity Scheme,Value Fund,NIFTY_500
944,118481,Bandhan Value Fund - Direct Plan - Growth,Bandhan Mutual Fund,Direct,Very High,2026-02-09 09:31:29.260563+00:00,02-01-2013,Equity Scheme,Value Fund,NIFTY_500
945,151755,Baroda BNP Paribas Value Fund - Direct Plan - Growth option,Baroda BNP Paribas Mutual Fund,Direct,Very High,2026-02-09 09:31:29.640118+00:00,09-06-2023,Equity Scheme,Value Fund,NIFTY_500
946,149085,Canara Robeco Value Fund - Direct Plan - Growth Option,Canara Robeco Mutual Fund,Direct,Very High,2026-02-09 09:31:30.028387+00:00,06-09-2021,Equity Scheme,Value Fund,NIFTY_500
947,148595,DSP Value Fund - Direct Plan - Growth,DSP Mutual Fund,Direct,Very High,2026-02-09 09:31:30.430888+00:00,11-12-2020,Equity Scheme,Value Fund,NIFTY_500
948,118494,Templeton India Value Fund - Direct - Growth,Franklin Templeton Mutual Fund,Direct,Very High,2026-02-09 09:31:30.972051+00:00,01-01-2013,Equity Scheme,Value Fund,NIFTY_500
949,135341,Groww Value Fund (formerly known as Indiabulls Value Fund) - Direct Plan - Growth Option,Groww Mutual Fund,Direct,Very High,2026-02-09 09:31:31.467950+00:00,09-09-2015,Equity Scheme,Value Fund,NIFTY_500
950,118935,HDFC Value Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Direct,Very High,2026-02-09 09:31:31.986979+00:00,01-01-2013,Equity Scheme,Value Fund,NIFTY_500
951,151113,HSBC Value Fund - Direct Growth,HSBC Mutual Fund,Direct,Very High,2026-02-09 09:31:32.347341+00:00,28-11-2022,Equity Scheme,Value Fund,NIFTY_500
952,120323,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Direct,Very High,2026-02-09 09:31:32.831861+00:00,02-01-2013,Equity Scheme,Value Fund,NIFTY_500
953,148972,ITI Value Fund - Direct Plan - Growth Option,ITI Mutual Fund,Direct,Very High,2026-02-09 09:31:33.216411+00:00,17-06-2021,Equity Scheme,Value Fund,NIFTY_500
954,120486,JM Value Fund (Direct) - Growth Option,JM Financial Mutual Fund,Direct,Very High,2026-02-09 09:31:33.820119+00:00,02-01-2013,Equity Scheme,Value Fund,NIFTY_500
955,152018,LIC MF Value Fund-Direct Plan-Growth,LIC Mutual Fund,Direct,Very High,2026-02-09 09:31:34.175163+00:00,31-07-2023,Equity Scheme,Value Fund,NIFTY_500
956,153303,Mahindra Manulife Value Fund - Direct Plan - Growth,Mahindra Manulife Mutual Fund,Direct,Very High,2026-02-09 09:31:34.765251+00:00,05-03-2025,Equity Scheme,Value Fund,NIFTY_500
957,118784,Nippon India Value Fund - Direct Plan Growth Plan,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:31:35.226403+00:00,02-01-2013,Equity Scheme,Value Fund,NIFTY_500
958,149335,Quant Value Fund - Growth Option  - Direct Plan,quant Mutual Fund,Direct,Very High,2026-02-09 09:31:35.793685+00:00,01-12-2021,Equity Scheme,Value Fund,NIFTY_500
959,103490,Quantum Value Fund - Direct Plan Growth Option,Quantum Mutual Fund,Direct,Very High,2026-02-09 09:31:36.400842+00:00,03-04-2006,Equity Scheme,Value Fund,NIFTY_500
960,119549,Sundaram Value Fund Direct Plan - Growth,Sundaram Mutual Fund,Direct,Very High,2026-02-09 09:31:36.911810+00:00,02-01-2013,Equity Scheme,Value Fund,NIFTY_500
961,119231,Tata Value Fund -Direct Plan Growth Option,Tata Mutual Fund,Direct,Very High,2026-02-09 09:31:37.411507+00:00,02-01-2013,Equity Scheme,Value Fund,NIFTY_500
962,145473,Union Value Fund - Direct Plan - Growth Option,Union Mutual Fund,Direct,Very High,2026-02-09 09:31:37.879010+00:00,12-12-2018,Equity Scheme,Value Fund,NIFTY_500
963,120751,UTI Value Fund - Direct Plan - Growth Option,UTI Mutual Fund,Direct,Very High,2026-02-09 09:31:38.386814+00:00,02-01-2013,Equity Scheme,Value Fund,NIFTY_500
1093,132995,Aditya Birla Sun Life Equity Savings Fund - Direct Plan - Growth,Aditya Birla Sun Life Mutual Fund,Direct,Very High,2026-02-09 09:32:45.501541+00:00,01-12-2014,Equity Scheme,Equity Savings,NIFTY_IT
1094,135120,Axis Equity Savings Fund - Direct Plan - Growth,Axis Mutual Fund,Direct,Very High,2026-02-09 09:32:46.131038+00:00,20-08-2015,Equity Scheme,Equity Savings,NIFTY_IT
1095,153758,BAJAJ FINSERV EQUITY SAVINGS FUND - DIRECT - GROWTH,Bajaj Finserv Mutual Fund,Direct,Very High,2026-02-09 09:32:46.464963+00:00,21-08-2025,Equity Scheme,Equity Savings,NIFTY_IT
1096,118477,BANDHAN Equity Savings Fund-Direct Plan-Growth,Bandhan Mutual Fund,Direct,Very High,2026-02-09 09:32:46.955122+00:00,01-01-2014,Equity Scheme,Equity Savings,NIFTY_IT
1097,147496,Baroda BNP Paribas Equity Savings Fund - Direct Plan - Growth,Baroda BNP Paribas Mutual Fund,Direct,Very High,2026-02-09 09:32:47.438739+00:00,30-07-2019,Equity Scheme,Equity Savings,NIFTY_IT
1098,136567,DSP Equity Savings Fund - Direct Plan - Growth,DSP Mutual Fund,Direct,Very High,2026-02-09 09:32:48.044956+00:00,30-03-2016,Equity Scheme,Equity Savings,NIFTY_IT
1099,140347,Edelweiss Equity Savings Fund - Direct Plan - Growth Option,Edelweiss Mutual Fund,Direct,Very High,2026-02-09 09:32:48.580285+00:00,28-11-2016,Equity Scheme,Equity Savings,NIFTY_IT
1100,144466,Franklin India Equity Savings Fund- Growth Direct,Franklin Templeton Mutual Fund,Direct,Very High,2026-02-09 09:32:49.080301+00:00,27-08-2018,Equity Scheme,Equity Savings,NIFTY_IT
1101,119128,HDFC Equity Savings Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Direct,Very High,2026-02-09 09:32:49.828469+00:00,01-01-2013,Equity Scheme,Equity Savings,NIFTY_IT
1102,151060,HSBC Equity Savings Fund - Direct Growth,HSBC Mutual Fund,Direct,Very High,2026-02-09 09:32:50.200702+00:00,28-11-2022,Equity Scheme,Equity Savings,NIFTY_IT
1103,146457,Invesco India Equity Savings Fund - Direct Plan - Growth,Invesco Mutual Fund,Direct,Very High,2026-02-09 09:32:50.607956+00:00,08-03-2019,Equity Scheme,Equity Savings,NIFTY_IT
1104,131373,Kotak Equity Savings Fund - Direct - Growth,Kotak Mahindra Mutual Fund,Direct,Very High,2026-02-09 09:32:51.126918+00:00,17-10-2014,Equity Scheme,Equity Savings,NIFTY_IT
1105,151952,LIC MF Equity Savings Fund-Direct Plan-Growth,LIC Mutual Fund,Direct,Very High,2026-02-09 09:32:51.736605+00:00,31-07-2023,Equity Scheme,Equity Savings,NIFTY_IT
1106,140444,Mahindra Manulife Equity Savings Fund - Direct Plan -Growth,Mahindra Manulife Mutual Fund,Direct,Very High,2026-02-09 09:32:52.257223+00:00,08-02-2017,Equity Scheme,Equity Savings,NIFTY_IT
1107,145693,Mirae Asset Equity Savings Fund- Direct Plan- Growth,Mirae Asset Mutual Fund,Direct,Very High,2026-02-09 09:32:52.766584+00:00,18-12-2018,Equity Scheme,Equity Savings,NIFTY_IT
1108,147691,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan - Bonus Option,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:32:53.171993+00:00,25-09-2019,Equity Scheme,Equity Savings,NIFTY_IT
1109,147697,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan - Growth Option,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:32:53.808443+00:00,25-09-2019,Equity Scheme,Equity Savings,NIFTY_IT
1110,148273,Nippon India Equity Savings Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Bonus Option,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:32:54.297138+00:00,06-03-2020,Equity Scheme,Equity Savings,NIFTY_IT
1111,148274,Nippon India Equity Savings Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Growth Option,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:32:54.807283+00:00,06-03-2020,Equity Scheme,Equity Savings,NIFTY_IT
1112,134595,Nippon India Equity Savings Fund- Direct Plan- Growth Plan- Bonus Option,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:32:55.333636+00:00,04-06-2015,Equity Scheme,Equity Savings,NIFTY_IT
1113,134594,Nippon India Equity Savings Fund- Direct Plan- Growth Plan-Growth Option,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:32:56.153750+00:00,04-06-2015,Equity Scheme,Equity Savings,NIFTY_IT
1114,138376,PGIM India Equity Savings Fund - Direct Plan - Growth,PGIM India Mutual Fund,Direct,Very High,2026-02-09 09:32:56.767326+00:00,08-03-2016,Equity Scheme,Equity Savings,NIFTY_IT
1115,153705,quant Equity Savings Fund - Growth Option - Direct Plan,quant Mutual Fund,Direct,Very High,2026-02-09 09:32:57.102794+00:00,25-07-2025,Equity Scheme,Equity Savings,NIFTY_IT
1116,134643,SBI Equity Savings Fund - Direct Plan - Growth,SBI Mutual Fund,Direct,Very High,2026-02-09 09:32:57.587222+00:00,03-06-2015,Equity Scheme,Equity Savings,NIFTY_IT
1117,149679,Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund) - Direct Plan - Growth Option,Sundaram Mutual Fund,Direct,Very High,2026-02-09 09:32:57.984461+00:00,03-01-2022,Equity Scheme,Equity Savings,NIFTY_IT
1118,119960,Tata Equity Savings Fund- Direct Plan- Growth Option,Tata Mutual Fund,Direct,Very High,2026-02-09 09:32:58.616974+00:00,08-01-2013,Equity Scheme,Equity Savings,NIFTY_IT
1119,144312,Union Equity Savings Fund - Direct Plan - Growth Option,Union Mutual Fund,Direct,Very High,2026-02-09 09:32:59.250709+00:00,17-08-2018,Equity Scheme,Equity Savings,NIFTY_IT
1120,144490,UTI Equity Savings Fund - Direct Plan - Growth Option,UTI Mutual Fund,Direct,Very High,2026-02-09 09:33:00.035623+00:00,31-08-2018,Equity Scheme,Equity Savings,NIFTY_IT
1121,153355,WhiteOak Capital Equity Savings Fund Direct Plan Growth,WhiteOak Capital Mutual Fund,Direct,Very High,2026-02-09 09:33:00.371530+00:00,13-03-2025,Equity Scheme,Equity Savings,NIFTY_IT
